sc_status,income,purpose,activity,project_cost,loan_required,education_level,course,course_type,course_recognized,location,recommended_scheme
Yes,217519,Business,Poultry,75457,74381,NA,NA,NA,NA,Rural,MFS
Yes,484876,Business,Repair Shop,109822,96223,NA,NA,NA,NA,Rural,MFS
Yes,81118,Education,NA,1529380,489448,Postgraduate,Law,Medical,Yes,Rural,ELS
Yes,133838,Business,Service Business,199314,140492,NA,NA,NA,NA,Urban,UNY
Yes,412142,Business,Grocery Shop,227808,209543,NA,NA,NA,NA,Urban,UNY
Yes,219695,Education,NA,2392275,1966617,Postgraduate,BCA,Management,Yes,Urban,ELS
Yes,475876,Business,Food Business,1011122,475235,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,183547,Business,Tailoring,80488,34914,NA,NA,NA,NA,Urban,MFS
Yes,211152,Business,Poultry,440682,273675,NA,NA,NA,NA,Urban,UNY
Yes,250825,Business,Food Business,83856,44620,NA,NA,NA,NA,Urban,MFS
Yes,205328,Business,Food Business,330505,171022,NA,NA,NA,NA,Rural,UNY
Yes,488665,Business,Food Business,38232,13632,NA,NA,NA,NA,Rural,MFS
Yes,136493,Business,Transport,253047,44449,NA,NA,NA,NA,Urban,UNY
Yes,118184,Business,Small Manufacturing,159128,102056,NA,NA,NA,NA,Urban,UNY
Yes,270367,Education,NA,259425,101656,Postgraduate,MCA,Management,Yes,Urban,ELS
Yes,130582,Business,Service Business,3684728,401186,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,540464,Business,Transport,362923,172656,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,164218,Education,NA,479661,332622,12th,Law,Professional,Yes,Urban,ELS
Yes,491184,Education,NA,3026011,1217715,Postgraduate,MBA,Professional,Yes,Rural,ELS
Yes,277633,Business,Transport,4288364,1860549,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,341268,Education,NA,1654243,970777,Postgraduate,Medical,Management,Yes,Rural,ELS
Yes,432018,Business,Fisheries,208283,144391,NA,NA,NA,NA,Rural,UNY
Yes,254330,Business,Transport,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,575715,Business,Fisheries,132688,310336,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,117582,Education,NA,789108,789108,Graduate,Engineering,Management,Yes,Rural,ELS
Yes,176631,Business,Service Business,6713013,5493996,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,514138,Business,Service Business,144649,365133,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,367783,Business,Transport,68327,18501,NA,NA,NA,NA,Urban,AMY
Yes,183506,Education,NA,3606958,3417212,Postgraduate,Nursing,Medical,Yes,Urban,ELS
Yes,320059,Education,NA,3283764,1848271,Graduate,Medical,Medical,Yes,Urban,ELS
Yes,431423,Business,Computer Centre,47555,27332,NA,NA,NA,NA,Urban,MFS
Yes,122674,Business,Poultry,6654354,5974006,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,371206,Business,Small Manufacturing,128992,68008,NA,NA,NA,NA,Urban,MFS
Yes,354149,Business,Fisheries,126649,108602,NA,NA,NA,NA,Rural,MFS
Yes,384083,Business,Food Business,3313890,1198898,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,101761,Education,NA,1947528,518517,Graduate,BCA,Technical,Yes,Urban,ELS
Yes,211934,Business,Poultry,32389,21881,NA,NA,NA,NA,Rural,MFS
Yes,491229,Business,Grocery Shop,271744,150716,NA,NA,NA,NA,Rural,UNY
Yes,459473,Business,Fisheries,47496,11123,NA,NA,NA,NA,Urban,AMY
Yes,216210,Business,Repair Shop,135448,75213,NA,NA,NA,NA,Urban,AMY
Yes,320634,Business,Repair Shop,237485,170490,NA,NA,NA,NA,Rural,UNY
Yes,268009,Business,Transport,94415,63025,NA,NA,NA,NA,Urban,AMY
Yes,297227,Education,NA,2865128,2865128,Postgraduate,Engineering,Management,Yes,Urban,ELS
Yes,322764,Business,Fisheries,241156,39519,NA,NA,NA,NA,Urban,UNY
Yes,270233,Business,Small Manufacturing,36155,19107,NA,NA,NA,NA,Urban,MFS
Yes,146129,Business,Computer Centre,77638,61390,NA,NA,NA,NA,Urban,MFS
Yes,312433,Business,Transport,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,391459,Business,Repair Shop,428499,116149,NA,NA,NA,NA,Urban,UNY
Yes,289955,Business,Tailoring,123853,111736,NA,NA,NA,NA,Urban,MFS
Yes,214214,Business,Fisheries,52103,10316,NA,NA,NA,NA,Rural,MFS
Yes,718255,Business,Tailoring,237551,278788,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,168899,Business,Food Business,52509,27039,NA,NA,NA,NA,Urban,MFS
Yes,493223,Business,Transport,42541,18067,NA,NA,NA,NA,Rural,AMY
Yes,237443,Business,Grocery Shop,227962,89141,NA,NA,NA,NA,Rural,UNY
Yes,200407,Business,Food Business,48035,12510,NA,NA,NA,NA,Rural,MFS
Yes,65790,Business,Computer Centre,3789684,1263687,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,296789,Business,Food Business,79508,31989,NA,NA,NA,NA,Urban,AMY
Yes,331146,Business,Poultry,397728,333802,NA,NA,NA,NA,Rural,UNY
Yes,407669,Business,Transport,78979,20943,NA,NA,NA,NA,Urban,AMY
Yes,91272,Education,NA,1863165,1248038,Postgraduate,MCA,Professional,No,Rural,NO_ELIGIBLE_SCHEME
Yes,143923,Business,Service Business,88487,30869,NA,NA,NA,NA,Rural,MFS
Yes,278471,Business,Poultry,97760,51026,NA,NA,NA,NA,Urban,MFS
Yes,391028,Education,NA,2174911,2174911,12th,Nursing,Professional,Yes,Urban,ELS
Yes,244503,Business,Tailoring,424185,313741,NA,NA,NA,NA,Rural,UNY
Yes,50508,Business,Service Business,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,518216,Business,Food Business,321806,146757,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,114511,Business,Tailoring,134924,51195,NA,NA,NA,NA,Rural,AMY
Yes,229701,Education,NA,3255946,3255946,12th,Engineering,Medical,Yes,Rural,ELS
Yes,292452,Business,Transport,3611434,3605162,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,233537,Business,Food Business,261459,124858,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,104839,Business,Food Business,74194,10179,NA,NA,NA,NA,Rural,AMY
Yes,378840,Business,Fisheries,59522,22056,NA,NA,NA,NA,Urban,AMY
Yes,297387,Business,Service Business,42594,22449,NA,NA,NA,NA,Rural,AMY
Yes,312136,Education,NA,2571323,1996750,12th,Medical,Professional,Yes,Urban,ELS
Yes,357663,Business,Computer Centre,48325,40621,NA,NA,NA,NA,Urban,AMY
Yes,79720,Education,NA,2290021,1406444,Postgraduate,BTech,Professional,Yes,Rural,ELS
Yes,63485,Business,Small Manufacturing,4025850,899267,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,142598,Business,Small Manufacturing,114907,36623,NA,NA,NA,NA,Rural,MFS
Yes,467105,Business,Service Business,4522651,564194,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,201569,Business,Repair Shop,436497,237269,NA,NA,NA,NA,Rural,UNY
Yes,158596,Business,Fisheries,133293,62953,NA,NA,NA,NA,Urban,AMY
Yes,426038,Business,Grocery Shop,115439,37551,NA,NA,NA,NA,Rural,AMY
Yes,109415,Education,NA,988268,988268,12th,Engineering,Medical,Yes,Rural,ELS
Yes,372456,Business,Computer Centre,2226512,1878207,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,296063,Business,Computer Centre,80606,27991,NA,NA,NA,NA,Rural,AMY
Yes,416226,Business,Service Business,116386,34044,NA,NA,NA,NA,Rural,AMY
Yes,80021,Education,NA,161824,161824,12th,MBA,Medical,Yes,Rural,ELS
Yes,322076,Business,Fisheries,443867,317716,NA,NA,NA,NA,Rural,UNY
Yes,164193,Business,Service Business,50971,47479,NA,NA,NA,NA,Rural,AMY
Yes,354629,Business,Transport,196104,145649,NA,NA,NA,NA,Rural,UNY
Yes,264045,Business,Poultry,121266,64568,NA,NA,NA,NA,Urban,MFS
Yes,491674,Business,Food Business,3766597,1310866,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,492835,Business,Service Business,3565504,105117,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,312864,Education,NA,4382562,740424,Graduate,Nursing,Professional,Yes,Rural,ELS
Yes,479129,Business,Computer Centre,432881,235170,NA,NA,NA,NA,Rural,UNY
Yes,267910,Business,Food Business,83626,74451,NA,NA,NA,NA,Urban,MFS
Yes,305210,Business,Transport,87544,43150,NA,NA,NA,NA,Urban,AMY
Yes,297974,Business,Transport,61850,61420,NA,NA,NA,NA,Rural,MFS
No,175773,Business,Repair Shop,382408,351586,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
No,116833,Business,Tailoring,165543,303976,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,397583,Business,Service Business,4479841,2871458,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,672936,Business,Food Business,60872,367592,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,55534,Business,Tailoring,50410,29894,NA,NA,NA,NA,Rural,MFS
Yes,111324,Business,Computer Centre,4676879,191839,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,142842,Business,Service Business,7985925,5770758,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,312907,Business,Tailoring,77484,54544,NA,NA,NA,NA,Urban,AMY
Yes,111258,Business,Computer Centre,48585,27065,NA,NA,NA,NA,Rural,MFS
Yes,467943,Business,Tailoring,444888,413706,NA,NA,NA,NA,Rural,UNY
Yes,226493,Business,Poultry,210742,96496,NA,NA,NA,NA,Urban,UNY
Yes,206815,Business,Poultry,93898,61355,NA,NA,NA,NA,Rural,AMY
Yes,681633,Business,Tailoring,255063,225019,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,182172,Business,Fisheries,61617,28534,NA,NA,NA,NA,Rural,AMY
Yes,400231,Business,Computer Centre,116933,22648,NA,NA,NA,NA,Urban,AMY
Yes,472599,Business,Small Manufacturing,476490,247727,NA,NA,NA,NA,Rural,UNY
Yes,177585,Business,Transport,323272,88576,NA,NA,NA,NA,Rural,UNY
Yes,203782,Business,Transport,233810,37309,NA,NA,NA,NA,Urban,UNY
Yes,272196,Business,Small Manufacturing,396369,109868,NA,NA,NA,NA,Rural,UNY
Yes,459470,Business,Food Business,95806,58866,NA,NA,NA,NA,Urban,AMY
Yes,66720,Business,Tailoring,3592901,1852868,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,61502,Business,Transport,121655,48696,NA,NA,NA,NA,Urban,MFS
Yes,340670,Education,NA,1270582,1270582,12th,Law,Management,Yes,Rural,ELS
Yes,186710,Business,Fisheries,129977,123857,NA,NA,NA,NA,Rural,AMY
Yes,265472,Education,NA,2237304,313269,Postgraduate,MBA,Professional,Yes,Rural,ELS
Yes,369742,Education,NA,3321411,3321411,12th,MBA,Management,Yes,Urban,ELS
Yes,164233,Education,NA,2578281,1463966,12th,Engineering,Medical,Yes,Urban,ELS
Yes,418599,Business,Transport,2753940,948318,NA,NA,NA,NA,Rural,TERM_LOAN
No,268944,Business,Service Business,444731,216539,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,156430,Business,Food Business,57158,24386,NA,NA,NA,NA,Rural,AMY
Yes,197596,Business,Food Business,109503,21338,NA,NA,NA,NA,Urban,MFS
Yes,485099,Business,Transport,106610,90933,NA,NA,NA,NA,Rural,AMY
Yes,318699,Education,NA,2051069,1304003,Postgraduate,BCA,Technical,Yes,Rural,ELS
Yes,203764,Education,NA,1529143,1469966,12th,Law,Medical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,227725,Education,NA,514609,284386,Graduate,Engineering,Medical,Yes,Urban,ELS
Yes,189201,Business,Small Manufacturing,6600113,5603618,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,246011,Business,Repair Shop,352687,39674,NA,NA,NA,NA,Urban,UNY
Yes,135416,Business,Poultry,32758,20163,NA,NA,NA,NA,Urban,AMY
Yes,287311,Business,Tailoring,161966,41652,NA,NA,NA,NA,Rural,UNY
Yes,214719,Business,Tailoring,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,244088,Business,Fisheries,285749,193232,NA,NA,NA,NA,Rural,UNY
No,259652,Business,Fisheries,124312,280806,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,234949,Business,Repair Shop,110863,98668,NA,NA,NA,NA,Urban,MFS
Yes,258744,Education,NA,1636028,1369882,12th,BCA,Management,No,Urban,NO_ELIGIBLE_SCHEME
Yes,200630,Education,NA,2847847,2023767,12th,BCA,Management,No,Rural,NO_ELIGIBLE_SCHEME
Yes,492524,Business,Grocery Shop,87154,62941,NA,NA,NA,NA,Rural,MFS
Yes,221517,Business,Service Business,50865,49189,NA,NA,NA,NA,Urban,AMY
Yes,442486,Business,Poultry,88959,39454,NA,NA,NA,NA,Urban,AMY
Yes,485363,Business,Computer Centre,108398,93026,NA,NA,NA,NA,Rural,AMY
No,168215,Business,Grocery Shop,298976,352228,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,71902,Education,NA,3554773,102877,Postgraduate,Nursing,Management,Yes,Rural,ELS
Yes,335801,Education,NA,4058282,243938,12th,BTech,Professional,Yes,Rural,ELS
Yes,387349,Business,Transport,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,442929,Business,Poultry,306646,78245,NA,NA,NA,NA,Urban,UNY
Yes,470194,Business,Fisheries,50185,47480,NA,NA,NA,NA,Rural,AMY
Yes,299754,Business,Transport,108023,24166,NA,NA,NA,NA,Urban,AMY
Yes,421580,Business,Service Business,321856,146367,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,409796,Business,Fisheries,2133727,1633159,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,214529,Business,Grocery Shop,4577592,2672287,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,499754,Business,Grocery Shop,146195,29687,NA,NA,NA,NA,Rural,UNY
Yes,84719,Business,Transport,153362,31280,NA,NA,NA,NA,Rural,UNY
Yes,431096,Business,Repair Shop,4822117,4003093,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,372742,Business,Food Business,153746,147408,NA,NA,NA,NA,Urban,UNY
Yes,131832,Business,Food Business,240928,175610,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,439306,Business,Poultry,397776,384828,NA,NA,NA,NA,Rural,UNY
Yes,252029,Business,Poultry,207883,69287,NA,NA,NA,NA,Urban,UNY
Yes,189098,Business,Computer Centre,99062,32931,NA,NA,NA,NA,Urban,AMY
Yes,399839,Business,Transport,2727255,636912,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,246741,Business,Computer Centre,120090,65038,NA,NA,NA,NA,Urban,AMY
Yes,165643,Business,Grocery Shop,107984,90691,NA,NA,NA,NA,Rural,MFS
Yes,212311,Business,Repair Shop,252132,52287,NA,NA,NA,NA,Rural,UNY
Yes,67406,Business,Transport,312466,126901,NA,NA,NA,NA,Rural,UNY
Yes,205416,Business,Fisheries,93806,15747,NA,NA,NA,NA,Urban,MFS
Yes,92429,Business,Grocery Shop,4578298,3164810,NA,NA,NA,NA,Rural,TERM_LOAN
No,273466,Business,Transport,237840,49541,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,340537,Business,Repair Shop,119116,69545,NA,NA,NA,NA,Urban,AMY
Yes,197768,Business,Computer Centre,31118,19813,NA,NA,NA,NA,Urban,AMY
Yes,76891,Business,Poultry,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,374663,Business,Grocery Shop,357432,136729,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,193088,Business,Grocery Shop,408015,50675,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,313191,Business,Tailoring,357205,272189,NA,NA,NA,NA,Urban,UNY
Yes,213626,Business,Poultry,120901,55134,NA,NA,NA,NA,Rural,MFS
Yes,436263,Business,Tailoring,7935234,6019089,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,469061,Business,Repair Shop,1804339,658316,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,492887,Education,NA,3755032,71302,Postgraduate,Law,Management,Yes,Urban,ELS
Yes,344553,Education,NA,1580295,1580295,Postgraduate,Nursing,Professional,Yes,Urban,ELS
Yes,480781,Business,Food Business,4195292,3609983,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,316795,Business,Repair Shop,123926,48254,NA,NA,NA,NA,Urban,MFS
Yes,253200,Business,Poultry,130015,22559,NA,NA,NA,NA,Urban,AMY
Yes,144393,Education,NA,2884073,318208,Postgraduate,Law,Professional,Yes,Rural,ELS
Yes,445606,Business,Transport,30064,18249,NA,NA,NA,NA,Urban,AMY
Yes,355760,Business,Poultry,3474747,3184668,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,202504,Education,NA,2832384,2665091,Graduate,BCA,Technical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,82397,Business,Tailoring,850957,683028,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,286319,Business,Grocery Shop,7785282,6837135,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,281060,Business,Fisheries,1188935,928230,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,383281,Business,Computer Centre,66434,39714,NA,NA,NA,NA,Rural,MFS
Yes,112405,Business,Computer Centre,123321,48455,NA,NA,NA,NA,Urban,AMY
No,98512,Business,Computer Centre,191326,135800,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,270815,Business,Repair Shop,104455,77470,NA,NA,NA,NA,Rural,MFS
Yes,87730,Business,Computer Centre,104487,81641,NA,NA,NA,NA,Rural,AMY
Yes,368730,Business,Transport,83066,15482,NA,NA,NA,NA,Urban,MFS
Yes,510942,Business,Transport,483000,156158,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,437762,Business,Tailoring,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,359351,Education,NA,4068301,2265032,12th,Pharmacy,Management,Yes,Urban,ELS
Yes,364982,Business,Transport,335227,141830,NA,NA,NA,NA,Urban,UNY
Yes,242698,Business,Service Business,113717,48671,NA,NA,NA,NA,Rural,MFS
No,95841,Business,Tailoring,340810,162013,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,376522,Business,Repair Shop,112271,107550,NA,NA,NA,NA,Urban,AMY
No,478364,Business,Fisheries,123572,134436,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
No,411841,Business,Poultry,185173,191907,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,308639,Business,Small Manufacturing,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,108010,Business,Grocery Shop,304394,50847,NA,NA,NA,NA,Rural,UNY
Yes,168431,Business,Service Business,149485,66096,NA,NA,NA,NA,Urban,UNY
Yes,497070,Business,Grocery Shop,101089,54353,NA,NA,NA,NA,Rural,AMY
Yes,403917,Business,Small Manufacturing,123639,14514,NA,NA,NA,NA,Rural,AMY
Yes,368421,Business,Computer Centre,2319542,962446,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,250302,Business,Food Business,855784,274216,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,312759,Business,Service Business,2871180,598480,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,74510,Business,Tailoring,7759767,6032410,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,76311,Education,NA,3359577,454056,Graduate,MCA,Professional,No,Urban,NO_ELIGIBLE_SCHEME
Yes,118271,Business,Grocery Shop,46429,23752,NA,NA,NA,NA,Urban,MFS
Yes,316171,Business,Grocery Shop,95612,33416,NA,NA,NA,NA,Urban,MFS
Yes,406224,Business,Poultry,79355,65982,NA,NA,NA,NA,Rural,AMY
Yes,476765,Education,NA,581762,581762,Postgraduate,Medical,Technical,Yes,Rural,ELS
Yes,428482,Education,NA,1335557,2675662,Graduate,BTech,Professional,No,Urban,NO_ELIGIBLE_SCHEME
Yes,367527,Business,Transport,976983,597219,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,236919,Business,Small Manufacturing,35346,24467,NA,NA,NA,NA,Urban,MFS
Yes,293559,Business,Tailoring,177462,143116,NA,NA,NA,NA,Rural,UNY
Yes,131371,Business,Food Business,1358631,756370,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,448461,Business,Food Business,101046,15453,NA,NA,NA,NA,Rural,MFS
Yes,431793,Business,Computer Centre,37944,23193,NA,NA,NA,NA,Rural,MFS
Yes,214496,Business,Poultry,98875,59391,NA,NA,NA,NA,Urban,MFS
Yes,257301,Business,Computer Centre,80755,40516,NA,NA,NA,NA,Rural,MFS
Yes,66060,Business,Poultry,7084555,5345211,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,422273,Education,NA,1876026,1876026,Postgraduate,MBA,Management,Yes,Rural,ELS
Yes,391104,Education,NA,2161304,3207316,Postgraduate,MBA,Professional,No,Urban,NO_ELIGIBLE_SCHEME
Yes,204849,Business,Poultry,76913,63707,NA,NA,NA,NA,Rural,MFS
Yes,267104,Business,Food Business,357914,159431,NA,NA,NA,NA,Rural,UNY
Yes,144311,Business,Tailoring,488170,425527,NA,NA,NA,NA,Urban,UNY
Yes,438183,Education,NA,3124871,1304458,Graduate,BCA,Medical,Yes,Rural,ELS
Yes,50284,Business,Tailoring,115597,31939,NA,NA,NA,NA,Urban,MFS
Yes,111700,Education,NA,182970,182970,Graduate,Medical,Technical,Yes,Rural,ELS
Yes,455664,Business,Transport,42697,12288,NA,NA,NA,NA,Urban,AMY
Yes,187205,Business,Service Business,1196049,817489,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,330196,Business,Fisheries,282927,175443,NA,NA,NA,NA,Rural,UNY
Yes,103718,Education,NA,197142,197142,12th,BTech,Medical,Yes,Urban,ELS
Yes,299352,Business,Small Manufacturing,100969,60992,NA,NA,NA,NA,Rural,AMY
Yes,566792,Business,Grocery Shop,338251,352702,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,262913,Business,Repair Shop,1065412,403955,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,411467,Education,NA,2097042,1220536,Graduate,Pharmacy,Professional,Yes,Urban,ELS
Yes,322035,Business,Grocery Shop,3681608,74686,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,88633,Business,Small Manufacturing,427047,55822,NA,NA,NA,NA,Urban,UNY
Yes,319215,Business,Grocery Shop,94884,79791,NA,NA,NA,NA,Rural,AMY
Yes,134586,Business,Repair Shop,84651,33363,NA,NA,NA,NA,Rural,MFS
Yes,116701,Business,Fisheries,64018,42435,NA,NA,NA,NA,Rural,AMY
Yes,132668,Business,Fisheries,229444,214518,NA,NA,NA,NA,Rural,UNY
Yes,350407,Business,Service Business,33018,29229,NA,NA,NA,NA,Urban,AMY
Yes,95995,Business,Transport,418346,361105,NA,NA,NA,NA,Urban,UNY
No,272501,Business,Fisheries,327350,93139,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,99240,Business,Fisheries,4046506,1677094,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,350253,Business,Service Business,1109754,818304,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,88435,Business,Grocery Shop,6751177,6143699,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,401307,Business,Poultry,50220,28905,NA,NA,NA,NA,Rural,MFS
Yes,232613,Business,Fisheries,85514,57876,NA,NA,NA,NA,Urban,MFS
Yes,426060,Business,Tailoring,1049471,855868,NA,NA,NA,NA,Rural,TERM_LOAN
No,397791,Business,Fisheries,241149,150190,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,164692,Business,Tailoring,3836183,2331293,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,62131,Business,Poultry,109117,107996,NA,NA,NA,NA,Rural,AMY
Yes,107327,Business,Grocery Shop,91467,72759,NA,NA,NA,NA,Rural,AMY
Yes,90327,Education,NA,2898026,2754333,12th,BTech,Medical,No,Urban,NO_ELIGIBLE_SCHEME
Yes,320839,Business,Service Business,148747,51755,NA,NA,NA,NA,Urban,UNY
Yes,189300,Business,Poultry,332908,87213,NA,NA,NA,NA,Urban,UNY
Yes,275571,Business,Grocery Shop,141215,97794,NA,NA,NA,NA,Rural,UNY
Yes,269246,Business,Service Business,128471,38541,NA,NA,NA,NA,Urban,AMY
Yes,468312,Business,Computer Centre,3668299,1498902,NA,NA,NA,NA,Rural,TERM_LOAN
No,138748,Business,Transport,343393,134387,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,363956,Education,NA,1798006,1798006,Graduate,BTech,Medical,Yes,Urban,ELS
Yes,319052,Business,Small Manufacturing,246739,33149,NA,NA,NA,NA,Rural,UNY
Yes,404910,Business,Small Manufacturing,4072153,3882357,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,486861,Business,Fisheries,94814,39421,NA,NA,NA,NA,Rural,AMY
Yes,225982,Business,Service Business,105813,84199,NA,NA,NA,NA,Urban,AMY
Yes,408565,Business,Service Business,2705044,1019713,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,57446,Business,Grocery Shop,66073,26839,NA,NA,NA,NA,Rural,MFS
Yes,324051,Business,Small Manufacturing,32170,16630,NA,NA,NA,NA,Urban,MFS
Yes,426614,Business,Computer Centre,676229,165552,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,375940,Business,Food Business,7052848,6421184,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,321634,Business,Poultry,138972,26274,NA,NA,NA,NA,Urban,MFS
Yes,354171,Business,Service Business,995099,904151,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,266955,Business,Transport,31617,19563,NA,NA,NA,NA,Rural,MFS
Yes,427748,Business,Computer Centre,5000000,5000000,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,160746,Business,Repair Shop,54637,12899,NA,NA,NA,NA,Urban,AMY
Yes,632910,Business,Tailoring,331473,63860,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,199156,Business,Small Manufacturing,41818,28009,NA,NA,NA,NA,Urban,MFS
Yes,177717,Business,Service Business,2904630,2823500,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,239116,Business,Tailoring,3549026,2914576,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,246276,Business,Food Business,5000000,5000000,NA,NA,NA,NA,Rural,NO_ELIGIBLE_SCHEME
Yes,108341,Business,Repair Shop,120937,115418,NA,NA,NA,NA,Urban,MFS
Yes,196862,Business,Service Business,51164,14467,NA,NA,NA,NA,Urban,AMY
Yes,422657,Business,Fisheries,7912660,5500690,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,253769,Business,Transport,4677409,107923,NA,NA,NA,NA,Rural,TERM_LOAN
Yes,430217,Business,Transport,7858154,5484091,NA,NA,NA,NA,Urban,NO_ELIGIBLE_SCHEME
Yes,54228,Business,Service Business,3634094,1199090,NA,NA,NA,NA,Urban,TERM_LOAN
Yes,203272,Education,NA,1157660,1157660,Graduate,BCA,Medical,Yes,Urban,ELS
Yes,431245,Business,Poultry,59939,24701,NA,NA,NA,NA,Rural,MFS
